Wire:1, Value:0, Discovered faults:['1_s-a-1'] 
Wire:8, Value:0, Discovered faults:['8_s-a-1'] 
Wire:15, Value:1, Discovered faults:['15_s-a-0'] 
Wire:22, Value:0, Discovered faults:['22_s-a-1'] 
Wire:29, Value:0, Discovered faults:['29_s-a-1'] 
Wire:36, Value:1, Discovered faults:['36_s-a-0'] 
Wire:43, Value:1, Discovered faults:['43_s-a-0'] 
Wire:50, Value:0, Discovered faults:['50_s-a-1'] 
Wire:57, Value:1, Discovered faults:['57_s-a-0'] 
Wire:64, Value:1, Discovered faults:['64_s-a-0'] 
Wire:71, Value:1, Discovered faults:['71_s-a-0'] 
Wire:78, Value:1, Discovered faults:['78_s-a-0'] 
Wire:85, Value:0, Discovered faults:['85_s-a-1'] 
Wire:92, Value:0, Discovered faults:['92_s-a-1'] 
Wire:99, Value:0, Discovered faults:['99_s-a-1'] 
Wire:106, Value:0, Discovered faults:['106_s-a-1'] 
Wire:113, Value:1, Discovered faults:['113_s-a-0'] 
Wire:120, Value:0, Discovered faults:['120_s-a-1'] 
Wire:127, Value:0, Discovered faults:['127_s-a-1'] 
Wire:134, Value:0, Discovered faults:['134_s-a-1'] 
Wire:141, Value:0, Discovered faults:['141_s-a-1'] 
Wire:148, Value:0, Discovered faults:['148_s-a-1'] 
Wire:155, Value:0, Discovered faults:['155_s-a-1'] 
Wire:162, Value:0, Discovered faults:['162_s-a-1'] 
Wire:169, Value:0, Discovered faults:['169_s-a-1'] 
Wire:176, Value:1, Discovered faults:['176_s-a-0'] 
Wire:183, Value:0, Discovered faults:['183_s-a-1'] 
Wire:190, Value:1, Discovered faults:['190_s-a-0'] 
Wire:197, Value:0, Discovered faults:['197_s-a-1'] 
Wire:204, Value:0, Discovered faults:['204_s-a-1'] 
Wire:211, Value:0, Discovered faults:['211_s-a-1'] 
Wire:218, Value:1, Discovered faults:['218_s-a-0'] 
Wire:225, Value:1, Discovered faults:['225_s-a-0'] 
Wire:226, Value:1, Discovered faults:['226_s-a-0'] 
Wire:227, Value:1, Discovered faults:['227_s-a-0'] 
Wire:228, Value:1, Discovered faults:['228_s-a-0'] 
Wire:229, Value:0, Discovered faults:['229_s-a-1'] 
Wire:230, Value:0, Discovered faults:['230_s-a-1'] 
Wire:231, Value:1, Discovered faults:['231_s-a-0'] 
Wire:232, Value:1, Discovered faults:['232_s-a-0'] 
Wire:233, Value:0, Discovered faults:['233_s-a-1'] 
Wire:886_1, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_1_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_2, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_2_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_3, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_3_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_4, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_4_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_5, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_5_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_6, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_6_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_7, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_7_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_8, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_8_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_9, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_9_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_10, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_10_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_11, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_11_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:886_12, Value:1, Discovered faults:['106_3_s-a-1', '106_s-a-1', '120_4_s-a-1', '120_s-a-1', '148_4_s-a-1', '148_s-a-1', '176_4_s-a-0', '176_s-a-0', '204_2_s-a-1', '204_s-a-1', '257_2_s-a-1', '257_s-a-1', '278_1_s-a-1', '278_2_s-a-1', '278_s-a-1', '281_1_s-a-1', '281_2_s-a-1', '281_s-a-1', '347_1_s-a-0', '347_s-a-0', '370_s-a-0', '371_s-a-0', '372_s-a-0', '373_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '414_s-a-0', '415_s-a-0', '416_s-a-1', '438_2_s-a-1', '438_s-a-1', '441_2_s-a-1', '441_s-a-1', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '504_1_s-a-1', '504_s-a-1', '507_2_s-a-0', '507_s-a-0', '561_2_s-a-0', '561_s-a-0', '574_s-a-0', '575_s-a-0', '576_s-a-0', '577_s-a-0', '57_1_s-a-0', '57_s-a-0', '597_s-a-1', '612_3_s-a-1', '612_s-a-1', '617_3_s-a-1', '617_s-a-1', '64_1_s-a-0', '64_s-a-0', '657_2_s-a-0', '657_s-a-0', '692_s-a-0', '693_s-a-0', '709_2_s-a-1', '709_s-a-1', '71_1_s-a-0', '71_s-a-0', '764_s-a-0', '765_s-a-0', '785_1_s-a-1', '785_s-a-1', '78_1_s-a-0', '78_s-a-0', '809_1_s-a-0', '809_s-a-0', '828_s-a-1', '85_3_s-a-1', '85_s-a-1', '886_12_s-a-0', '886_s-a-0', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:899_1, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '233_8_s-a-1', '233_s-a-1', '263_2_s-a-1', '263_s-a-1', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '422_s-a-0', '423_s-a-0', '424_s-a-0', '425_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '50_1_s-a-1', '50_s-a-1', '516_2_s-a-1', '516_s-a-1', '519_2_s-a-1', '519_s-a-1', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '572_s-a-0', '573_s-a-0', '576_s-a-0', '577_s-a-0', '600_s-a-0', '601_s-a-0', '607_4_s-a-1', '607_s-a-1', '617_4_s-a-1', '617_s-a-1', '663_2_s-a-1', '663_s-a-1', '696_s-a-0', '697_s-a-0', '715_2_s-a-1', '715_s-a-1', '768_s-a-0', '769_s-a-0', '791_2_s-a-1', '791_s-a-1', '832_s-a-0', '833_s-a-0', '85_3_s-a-1', '85_s-a-1', '899_1_s-a-1', '899_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:899_2, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '233_8_s-a-1', '233_s-a-1', '263_2_s-a-1', '263_s-a-1', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '422_s-a-0', '423_s-a-0', '424_s-a-0', '425_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '50_1_s-a-1', '50_s-a-1', '516_2_s-a-1', '516_s-a-1', '519_2_s-a-1', '519_s-a-1', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '572_s-a-0', '573_s-a-0', '576_s-a-0', '577_s-a-0', '600_s-a-0', '601_s-a-0', '607_4_s-a-1', '607_s-a-1', '617_4_s-a-1', '617_s-a-1', '663_2_s-a-1', '663_s-a-1', '696_s-a-0', '697_s-a-0', '715_2_s-a-1', '715_s-a-1', '768_s-a-0', '769_s-a-0', '791_2_s-a-1', '791_s-a-1', '832_s-a-0', '833_s-a-0', '85_3_s-a-1', '85_s-a-1', '899_2_s-a-1', '899_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
Wire:899_3, Value:0, Discovered faults:['106_3_s-a-1', '106_s-a-1', '134_4_s-a-1', '134_s-a-1', '162_4_s-a-1', '162_s-a-1', '190_2_s-a-0', '190_s-a-0', '218_2_s-a-0', '218_s-a-0', '233_8_s-a-1', '233_s-a-1', '263_2_s-a-1', '263_s-a-1', '272_2_s-a-0', '272_s-a-0', '275_1_s-a-0', '275_s-a-0', '29_1_s-a-1', '29_s-a-1', '359_1_s-a-1', '359_2_s-a-1', '359_s-a-1', '367_s-a-1', '368_s-a-1', '36_3_s-a-0', '36_s-a-0', '374_s-a-0', '375_s-a-0', '376_s-a-0', '377_s-a-0', '422_s-a-0', '423_s-a-0', '424_s-a-0', '425_s-a-0', '432_1_s-a-0', '432_s-a-0', '435_1_s-a-0', '435_s-a-0', '43_3_s-a-0', '43_s-a-0', '444_2_s-a-1', '444_s-a-1', '447_2_s-a-1', '447_s-a-1', '50_1_s-a-1', '50_s-a-1', '516_2_s-a-1', '516_s-a-1', '519_2_s-a-1', '519_s-a-1', '525_1_s-a-1', '525_2_s-a-1', '525_s-a-1', '572_s-a-0', '573_s-a-0', '576_s-a-0', '577_s-a-0', '600_s-a-0', '601_s-a-0', '607_4_s-a-1', '607_s-a-1', '617_4_s-a-1', '617_s-a-1', '663_2_s-a-1', '663_s-a-1', '696_s-a-0', '697_s-a-0', '715_2_s-a-1', '715_s-a-1', '768_s-a-0', '769_s-a-0', '791_2_s-a-1', '791_s-a-1', '832_s-a-0', '833_s-a-0', '85_3_s-a-1', '85_s-a-1', '899_3_s-a-1', '899_s-a-1', '92_3_s-a-1', '92_s-a-1', '99_3_s-a-1', '99_s-a-1'] 
